"","site","beaver_territory","A_floodplain_km2","A_beaver_km2","date","time","season","DOC_input","DOC_out","delta_DOC","D_beaver_km2","D_catchment_km2"
"187","NB01",61,23.1438239745905,0.00259061,"2022-04-20","14:20:00","winter",2.175,2.35,0.175,67.5516577176804,0.00155549057232393
"188","NB04",91,23.1364011345056,0.04132442,"2022-07-25","15:30:00","summer",4.892,4.696,-0.196000000000001,-4.74295827987425,0.0521256522563215
"189","NB04",91,23.1364011345056,0.04132442,"2022-04-20","11:45:00","winter",3.686,3.8,0.114,2.75865940768195,0.0521256522563215
"190","NI01",151,1.04992076130106,0.00617887,"2022-07-26","11:00:00","summer",3.835,6.193,2.358,381.62317705341,-0.950547923981692
"191","NI01",151,1.04992076130106,0.00617887,"2022-04-27","18:00:00","winter",4.833,4.096,-0.737,-119.277473065463,-0.950547923981692
"192","PF02",57,0.209748141181554,0.00266407,"2022-07-14","15:30:00","summer",0.785,0.8779,0.0929,34.8714560803582,-1.39691345224549
"193","PF02",57,0.209748141181554,0.00266407,"2022-01-27","14:35:00","winter",1.078,1.012,-0.0660000000000001,-24.7741238030533,-1.39691345224549
"194","PGL03",133,2.30963426359679,0.00148944,"2022-07-13","13:30:00","summer",2.307,1.625,-0.682,-457.890213771619,0.356766442630092
"195","PGL03",133,2.30963426359679,0.00148944,"2022-03-24","15:30:00","winter",1.483,1.483,0,0,0.356766442630092
"196","PL01",138,2.31781803690524,0.00829348,"2022-07-13","15:30:00","summer",1.757,2.018,0.261,31.4705045409165,-0.0539300316114981
"197","PL01",138,2.31781803690524,0.00829348,"2022-03-10","13:00:00","winter",1.882,1.922,0.04,4.82306583002551,-0.0539300316114981
"198","PR01",121,2.28067463984613,0.05142001,"2022-07-27","16:00:00","summer",0.6977,1.449,0.7513,14.6110434439822,0.0349019533997933
"199","PR01",121,2.28067463984613,0.05142001,"2022-03-02","14:00:00","winter",0.6181,0.5763,-0.0418,-0.812913105228879,0.0349019533997933
"200","RÃœB01",161,4.04818231524471,0.00175568,"2022-07-05","11:00:00","summer",5.67569792833738,7.0455827185287,1.36988479019131,780.258811509677,0.100464331066768
"201","RÃœB01",161,4.04818231524471,0.00175568,"2022-04-25","14:30:00","winter",5.269,5.603,0.334,190.239679212613,0.100464331066768
"202","RÃœB02",162,3.41356031547023,0.00091897,"2022-07-05","10:00:00","summer",5.425288880668,5.57258832047352,0.147299439805518,160.287539098684,-0.218748476758389
"203","RÃœB02",162,3.41356031547023,0.00091897,"2022-04-25","17:00:00","winter",6.172,6.105,-0.0669999999999993,-72.907711894838,-0.218748476758389
"204","RBK01",66,0.696443521698916,0.00108359,"2022-07-19","13:00:00","summer",0.6766,0.8146,0.138,127.354442178315,-0.0542757579362503
"205","RBK01",66,0.696443521698916,0.00108359,"2022-03-07","15:00:00","winter",0.7144,0.7207,0.00629999999999997,5.81400714292303,-0.0542757579362503
"206","RBK07",68,1.31905539697349,0.0013573,"2022-07-19","14:45:00","summer",6.509,6.508,-0.00100000000000033,-0.736756796581692,-7.13465107045018
"207","RBK07",68,1.31905539697349,0.0013573,"2022-03-16","11:00:00","winter",15.92,15.1,-0.82,-604.140573196788,-7.13465107045018
"208","RBK08",67,0.032965713730763,0.00958227,"2022-07-19","14:30:00","summer",10.13,55.5,45.37,4734.78622497592,6.6432658424633
"209","RBK08",67,0.032965713730763,0.00958227,"2022-03-16","13:30:00","winter",9.911,24.31,14.399,1502.67107898233,6.6432658424633
"210","RDC01",152,0.25270240492453,0.01581641,"2022-07-13","11:45:00","summer",3.241,4.261,1.02,64.4899822399647,-5.21562111921184
"211","RDC01",152,0.25270240492453,0.01581641,"2022-04-29","10:15:00","winter",4.559,5.181,0.622,39.3262440718216,-5.21562111921184
"212","RH05",81,6.53241855236713,0.00708611,"2022-07-21","12:30:00","summer",2.145,5.044,2.899,409.110217030218,0.132569582468991
"213","RH05",81,6.53241855236713,0.00708611,"2022-03-04","16:00:00","winter",1.279,1.388,0.109,15.3822054695736,0.132569582468991
"214","RH09",82,6.4207558192525,0.0271861,"2022-07-21","11:30:00","summer",1.63,0.7777,-0.8523,-31.3505798919301,-0.00233617356309096
"215","RH09",82,6.4207558192525,0.0271861,"2022-03-10","09:05:00","winter",1.645,0.9531,-0.6919,-25.4505059570884,-0.00233617356309096
"216","RH11",83,10.721514236397,0.0178268,"2022-07-21","10:00:00","summer",1.476,3.534,2.058,115.444162721296,-0.0108193672500296
"217","RH11",83,10.721514236397,0.0178268,"2022-03-10","11:10:00","winter",1.592,1.591,-0.00100000000000011,-0.0560953171629294,-0.0108193672500296
"218","RIB01",16,0.644813671772498,0.00312492,"2022-07-05","14:45:00","summer",1.389,2.263,0.874,279.687159991296,-0.0403217256987276
"219","RIB01",16,0.644813671772498,0.00312492,"2022-02-25","09:25:00","winter",1.415,1.345,-0.0700000000000001,-22.4005734546805,-0.0403217256987276
"220","RM02_1",153,9.61320874787132,0.00114401,"2022-07-29","11:10:00","summer",1.907,1.952,0.0449999999999999,39.3353204954501,0.0399450391717573
"221","RM02_1",153,9.61320874787132,0.00114401,"2022-04-28","09:45:00","winter",1.523,1.47,-0.0529999999999999,-46.3282663613079,0.0399450391717573
"222","RM02_2",154,10.1299230838625,0.00235156,"2022-07-29","11:00:00","summer",1.956,2.138,0.182,77.3954311180663,0.0438305401062043
"223","RM02_2",154,10.1299230838625,0.00235156,"2022-04-28","09:20:00","winter",1.512,1.489,-0.0229999999999999,-9.7807412951402,0.0438305401062043
"224","ROG02",111,0.570678450885816,0.00134533,"2022-07-08","12:10:00","summer",1.29414081632653,1.54416997084548,0.25002915451895,185.849683363153,0.313908499696221
"225","ROG02",111,0.570678450885816,0.00134533,"2022-01-27","12:50:00","winter",1.115,1.131,0.016,11.8929927973062,0.313908499696221
"226","RU01",134,1.22634092437381,0.00161551,"2022-07-14","11:30:00","summer",2.045,2.042,-0.00300000000000011,-1.85699871867095,0.492522093975142
"227","RU01",134,1.22634092437381,0.00161551,"2022-03-10","18:00:00","winter",1.441,1.502,0.0609999999999999,37.7589739463079,0.492522093975142
"228","RU02",135,0.167920142342801,0.00067891,"2022-07-14","12:30:00","summer",1.676,1.607,-0.069,-101.633500758569,2.69771090995875
"229","RU02",135,0.167920142342801,0.00067891,"2022-03-10","15:00:00","winter",1.223,1.22,-0.00300000000000011,-4.41884785906837,2.69771090995875
"230","SA01",136,0.101454247827606,0.03061371,"2022-07-04","12:00:00","summer",7.61432222222222,7.94410930134235,0.329787079120131,10.7725290113525,58.0589019025721
"231","SA01",136,0.101454247827606,0.03061371,"2022-03-09","14:30:00","winter",1.724,2.014,0.29,9.47287996129839,58.0589019025721
"232","SA04",163,3.42749380930517,0.00183183,"2022-07-06","13:00:00","summer",2.9644301711918,2.3255110787172,-0.638919092474599,-348.787328777561,0.300053108308979
"233","SA04",163,3.42749380930517,0.00183183,"2022-02-08","08:45:00","winter",1.936,2.288,0.352,192.15756920675,0.300053108308979
"234","SAR03",85,7.78587618353543,0.00571409,"2022-07-21","13:45:00","summer",1.286,1.375,0.089,15.5755334620211,0.00359625549391741
"235","SAR03",85,7.78587618353543,0.00571409,"2022-03-15","16:00:00","winter",1.258,1.103,-0.155,-27.1259290630704,0.00359625549391741
"236","SB02_TG",25,13.0164980635936,0.00580879,"2022-07-07","09:45:00","summer",4.871,4.99,0.119,20.4861941987918,0.014443208847841
"237","SB02_TG",25,13.0164980635936,0.00580879,"2022-04-03","12:00:00","winter",4.683,4.77,0.0869999999999997,14.9773016411335,0.014443208847841
"238","SB02_ZH",6,1.0503592319342,0.02760147,"2022-07-04","10:30:00","summer",6.015,7.011,0.996,36.085034601418,3.25793299659823
"239","SB02_ZH",6,1.0503592319342,0.02760147,"2022-02-20","15:50:00","winter",2.593,1.965,-0.628,-22.7524113751913,3.25793299659823
"240","SBAB02",22,20.4439740113501,0.00027443,"2022-07-06","16:00:00","summer",3.106,3.929,0.823,2998.94326422038,0.0692624633162742
"241","SBAB02",22,20.4439740113501,0.00027443,"2022-01-29","13:30:00","winter",1.69,1.841,0.151,550.231388696571,0.0692624633162742
"242","SBAB03",23,25.7697176918052,0.00165321,"2022-07-06","17:00:00","summer",3.898,2.636,-1.262,-763.363396059787,0.086108820691724
"243","SBAB03",23,25.7697176918052,0.00165321,NA,NA,"winter",1.679,1.7,0.0209999999999999,12.702560473261,0.086108820691724
"244","SCHWB02",92,0.403290009513597,0.07784853,"2022-07-25","16:15:00","summer",1.801,3.44,1.639,21.0537051887813,-2.78211702132971
"245","SCHWB02",92,0.403290009513597,0.07784853,"2022-03-14","16:30:00","winter",2.923,1.971,-0.952,-12.2288757411347,-2.78211702132971
"246","SE03",44,9.87569082554236,0.0243072,"2022-07-11","15:15:00","summer",3.192,3.914,0.722,29.7031332280147,0.106220417237737
"247","SE03",44,9.87569082554236,0.0243072,"2022-04-30","11:10:00","winter",2.143,2.231,0.0880000000000001,3.62032648762507,0.106220417237737
"248","SE06",146,8.21784467577867,0.00659053,"2022-07-25","12:30:00","summer",1.917,2.478,0.561,85.1221373698322,-0.20455485182807
"249","SE06",146,8.21784467577867,0.00659053,"2022-04-22","15:35:00","winter",3.598,3.388,-0.21,-31.863901689242,-0.20455485182807
"250","SE17",131,0.183792946951121,0.00044037,"2022-07-12","11:00:00","summer",1.567,1.393,-0.174,-395.122283534301,-8.15047598316374
"251","SE17",131,0.183792946951121,0.00044037,"2022-03-24","09:00:00","winter",3.065,3.117,0.052,118.082521515998,-8.15047598316374
"252","SF01",155,1.13019625460171,0.03814617,"2022-07-21","12:00:00","summer",9.25128935269207,8.47847225247026,-0.772817100221816,-20.2593628723884,6.25757634914867
"253","SF01",155,1.13019625460171,0.03814617,"2022-04-30","14:40:00","winter",2.179,4.674,2.495,65.406304223989,6.25757634914867
"254","SG01",65,4.33691717791532,0.00606531,"2022-07-19","12:00:00","summer",3.143,4.345,1.202,198.176185553583,0.0345867799283412
"255","SG01",65,4.33691717791532,0.00606531,"2022-03-07","16:00:00","winter",2.993,2.969,-0.024,-3.95692882968884,0.0345867799283412
"256","SG02",156,1.93700221183632,0.00454827,"2022-07-28","13:30:00","summer",5.795,5.503,-0.292,-64.2002343748282,1.54052482840022
"257","SG02",156,1.93700221183632,0.00454827,"2022-04-27","08:30:00","winter",2.811,3.511,0.7,153.904671446506,1.54052482840022
"258","SG03_1",157,2.65975450048461,0.01287539,"2022-07-28","14:30:00","summer",5.488,5.309,-0.179,-13.9024914973449,0.906850613303044
"259","SG03_1",157,2.65975450048461,0.01287539,"2022-04-27","09:30:00","winter",3.076,2.941,-0.135,-10.4851192857071,0.906850613303044
"260","SG03_2",158,2.69156055358879,0.00055153,"2022-07-28","14:50:00","summer",3.472,3.956,0.484,877.558790999583,0.122976984321851
"261","SG03_2",158,2.69156055358879,0.00055153,"2022-04-27","10:40:00","winter",3.141,2.763,-0.378,-685.366163218683,0.122976984321851
"262","SIM03",69,0.138746739026145,0.0198673,"2022-07-19","18:30:00","summer",3.025,3.226,0.201,10.1171271385644,-10.3642075488998
"263","SIM03",69,0.138746739026145,0.0198673,"2022-03-16","09:00:00","winter",4.463,4.002,-0.461,-23.2039582630755,-10.3642075488998
"264","SU01",14,3.76060199057878,0.00227614,"2022-07-05","12:30:00","summer",0.9466,1.186,0.2394,105.178064618169,-0.0155294285718898
"265","SU01",14,3.76060199057878,0.00227614,"2022-02-25","14:00:00","winter",1.005,0.9632,-0.0418,-18.3644239809502,-0.0155294285718898
"266","SU03",15,0.347832898186587,0.00074925,"2022-07-05","13:45:00","summer",0.709,1.244,0.535,714.047380714047,-1.42884701990838
"267","SU03",15,0.347832898186587,0.00074925,"2022-02-25","13:00:00","winter",1.206,1.188,-0.018,-24.024024024024,-1.42884701990838
"268","SU05",62,9.06675438661272,0.00363944,"2022-07-18","11:30:00","summer",0.984,1.637,0.653,179.423207966061,-0.0673890538936575
"269","SU05",62,9.06675438661272,0.00363944,"2022-02-25","12:00:00","winter",1.595,1.693,0.0980000000000001,26.9272195722419,-0.0673890538936575
"270","SZ03",3,0.183941695596231,2.413e-05,"2022-07-01","12:45:00","summer",8.649,8.379,-0.270000000000001,-11189.3907998343,35.9244269146304
"271","SZ03",3,0.183941695596231,2.413e-05,"2022-01-31","11:15:00","winter",2.041,1.895,-0.146,-6050.55946953999,35.9244269146304
"272","TB01",88,0.495226156460361,0.0027303,"2022-07-22","15:00:00","summer",3.748,3.848,0.0999999999999996,36.6260117935756,1.33272443587666
"273","TB01",88,0.495226156460361,0.0027303,NA,NA,"winter",3.088,3.122,0.0339999999999998,12.4528440098157,1.33272443587666
"274","TB03",86,0.371107810077133,0.00438235,"2022-07-22","11:15:00","summer",2.365,4.386,2.021,461.168094743688,-0.630544530850386
"275","TB03",86,0.371107810077133,0.00438235,"2022-03-12","14:30:00","winter",2.599,2.519,-0.0800000000000001,-18.2550458087556,-0.630544530850386
"276","TBG01",36,0.229298874003489,0.046807,"2022-07-08","15:45:00","summer",5.782,11.86,6.078,129.852372508386,10.1396049592665
"277","TBG01",36,0.229298874003489,0.046807,"2022-03-04","10:17:00","winter",3.457,3.193,-0.264,-5.64018202405623,10.1396049592665
"278","TG02",21,7.82878081775661,0.04274679,"2022-07-06","15:00:00","summer",4.588,4.415,-0.173,-4.04708751230209,0.344753552670468
"279","TG02",21,7.82878081775661,0.04274679,"2022-03-27","17:35:00","winter",1.889,1.958,0.069,1.61415629103378,0.344753552670468
"280","TG02_17",97,1.26212281308654,0.07506285,"2022-07-25","15:30:00","summer",1.162,1.607,0.445,5.92836536315901,-0.323661054030873
"281","TG02_17",97,1.26212281308654,0.07506285,"2022-07-25","15:30:00","summer",1.162,1.607,0.445,5.92836536315901,-0.323661054030873
"282","TG02_17",96,1.26212281308654,0.00066513,"2022-07-25","14:45:00","summer",1.581,1.319,-0.262,-393.907957842828,-0.323661054030873
"283","TG02_17",96,1.26212281308654,0.00066513,"2022-07-25","14:45:00","summer",1.581,1.319,-0.262,-393.907957842828,-0.323661054030873
"284","TG02_17",96,1.26212281308654,0.00066513,"2022-03-08","15:45:00","winter",1.124,1.105,-0.0190000000000001,-28.5658442710449,-0.323661054030873
"285","TG02_17",97,1.26212281308654,0.07506285,"2022-03-19","13:00:00","winter",2.436,1.216,-1.22,-16.2530466136045,-0.323661054030873
"286","TG02_B",105,1.07141263667632,0.00127289,"2022-06-15","12:40:00","summer",5.78196022364217,5.10432460438999,-0.677635619252178,-532.359920536871,1.82652337358364
"287","TG02_B",105,1.07141263667632,0.00127289,"2022-02-17","18:20:00","winter",3.825,3.883,0.0579999999999998,45.5656026836567,1.82652337358364
"288","TH06",34,0.0185416489172704,0.00142781,"2022-07-08","12:00:00","summer",8.41,9.307,0.897,628.23484917461,208.179974565512
"289","TH06",34,0.0185416489172704,0.00142781,"2021-12-28","15:30:00","winter",4.55,4.601,0.0510000000000002,35.719038247386,208.179974565512
"290","TH18_1",29,0.648898929499497,0.01275626,"2022-07-07","14:30:00","summer",3.847,3.821,-0.0259999999999998,-2.03821496269281,1.7968900039631
"291","TH18_1",29,0.648898929499497,0.01275626,"2022-03-08","10:30:00","winter",2.681,2.191,-0.49,-38.4125127584417,1.7968900039631
"292","TH18_2",30,0.0356805757860235,0.01685116,"2022-07-07","15:00:00","summer",1.852,2.663,0.811,48.1272505869032,4.42817966132404
"293","TH18_2",30,0.0356805757860235,0.01685116,"2022-03-08","09:30:00","winter",1.694,1.857,0.163,9.6729245939152,4.42817966132404
"294","TH19",31,16.8147700903769,0.00102235,"2022-07-08","09:45:00","summer",3.841,3.666,-0.175,-171.174255391989,0.0754098922069519
"295","TH19",31,16.8147700903769,0.00102235,"2022-03-08","09:00:00","winter",2.573,2.541,-0.032,-31.300435271678,0.0754098922069519
"296","TOBB02",28,0.613757079181041,0.00379767,"2022-07-07","13:00:00","summer",2.66,3.474,0.814,214.341951775694,0.61587884331107
"297","TOBB02",28,0.613757079181041,0.00379767,"2022-03-23","10:00:00","winter",2.282,2.127,-0.155,-40.8144994167476,0.61587884331107
"298","TT001",159,1.15295397565986,0.03130083,"2022-07-26","15:00:00","summer",1.84,2.663,0.823,26.2932324797777,-0.253262494569987
"299","TT001",159,1.15295397565986,0.03130083,"2022-04-30","16:40:00","winter",2.132,2.075,-0.0569999999999999,-1.82103797247549,-0.253262494569987
"300","TT01",142,0.251982429677601,0.00018601,"2022-07-14","14:20:00","summer",2.183,1.511,-0.672,-3612.7089941401,-3.24228955584447
"301","TT01",142,0.251982429677601,0.00018601,"2022-04-14","07:50:00","winter",3,2.859,-0.141,-758.023762163324,-3.24228955584447
"302","UKT03",123,0.0151997204638629,0.00023079,"2022-07-07","17:20:00","summer",2.18944816268673,3.11268767572138,0.923239513034652,4000.3445254762,72.5308182678612
"303","UKT03",123,0.0151997204638629,0.00023079,"2022-03-15","15:30:00","winter",1.087,1.142,0.0549999999999999,238.311885263659,72.5308182678612
"304","VE07",160,4.14932877288855,0.00456199,"2022-07-29","10:00:00","summer",1.548,2.634,1.086,238.054007132852,-0.0713368393302659
"305","VE07",160,4.14932877288855,0.00456199,"2022-04-28","10:30:00","winter",1.844,2.308,0.464,101.709999364313,-0.0713368393302659
"306","VWK04",84,1.42464250540607,0.00463633,"2022-07-21","14:45:00","summer",0.9163,1.311,0.3947,85.131990173262,0.25094014719019
"307","WBK01",70,0.378002159964163,0.00052028,"2022-07-19","17:30:00","summer",0.7835,0.5533,-0.2302,-442.45406319674,-3.1573893654818
"308","WBK01",70,0.378002159964163,0.00052028,"2022-03-16","08:00:00","winter",1.977,2.026,0.0489999999999997,94.180056892442,-3.1573893654818
"309","WOB01",122,0.630148213887483,0.00092693,"2022-07-07","18:40:00","summer",2.8428643659361,2.43257977319812,-0.41028459273798,-442.627375031534,1.02811426210244
"310","WOB01",122,0.630148213887483,0.00092693,"2022-03-15","14:00:00","winter",2.195,3.37,1.175,1267.6253870303,1.02811426210244
"311","WUE01",139,0.26137933618156,0.00309479,"2022-07-12","12:15:00","summer",1.748,1.599,-0.149,-48.1454315155471,2.62453799914577
"312","WUE01",139,0.26137933618156,0.00309479,"2022-04-10","16:25:00","winter",1.062,1.17,0.108,34.8973597562355,2.62453799914577
"313","WY02",55,17.0341633301974,0.00397777,"2022-07-14","14:00:00","summer",2.188,2.478,0.29,72.9051704849702,0.0110953497589723
"314","WY02",55,17.0341633301974,0.00397777,"2022-01-21","14:30:00","winter",1.999,2.194,0.195,49.0224422226524,0.0110953497589723
"315","ZH01",26,0.00998255846748516,0.00038107,"2022-07-07","10:45:00","summer",3.616,3.806,0.19,498.596058466948,-673.574817708424
"316","ZH01",26,0.00998255846748516,0.00038107,"2022-04-03","12:00:00","winter",10.34,9.707,-0.632999999999999,-1661.11213162936,-673.574817708424
"317","ZW01",41,0.579434765921923,0.00057431,"2022-07-11","11:30:00","summer",2.186,2.319,0.133,231.582246521913,0.293389368395107
"318","ZW01",41,0.579434765921923,0.00057431,"2022-03-27","11:45:00","winter",2.016,1.955,-0.0609999999999999,-106.214413818321,0.293389368395107
"319","ZW02",42,2.1545694739573,0.15447778,"2022-07-11","12:15:00","summer",1.836,1.575,-0.261,-1.68956337927694,-0.125315058652572
"320","ZW02",42,2.1545694739573,0.15447778,"2022-02-06","14:10:00","winter",2.106,1.494,-0.612,-3.96173482037352,-0.125315058652572
