"beaver_territory","x_upstream","x_downstream","y_upstream","y_downstream","date","time","site","season","DOC_input","DOC_out","delta_DOC","dam_persistence","n_dams","slope","water_volume","solar","dam_height","discharge","catchment_area_km","area_m6_revier","area_m2_revier","Cover_litter","plankton_abun","macrophy_abun","plankton_abun_z","cover_litter_z","macrophy_abun_z","water_res_time","DOC_input_z","dam_height_z","slope_z","discharge_z","water_volume_z","water_res_time_z","solar_z","dam_persistence_z","n_dams_z"
NA,NA,8.81413,NA,47.68662,2021-07-20,NA,"Biber","summer",4.14,3.84,-0.3,5,1,0.2181766,645.6,7070.5010870022,0.8,NA,NA,NA,807,15,0,520,-0.418752582118948,-0.847052076738896,0.270279083118393,NA,0.644404182025912,-0.278509127797843,-0.680497271089695,NA,0.0895506689417457,NA,0.939669025561232,-0.240511749375738,-0.648216144441937
NA,NA,8.81413,NA,47.68662,2021-07-20,NA,"Biber","winter",NA,NA,NA,5,1,0.2181766,645.6,NA,0.8,NA,NA,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,-0.278509127797843,-0.680497271089695,NA,0.0895506689417457,NA,NA,-0.240511749375738,-0.648216144441937
2,8.049,8.049,47.531,47.531,2022-07-01,11:45:00,"BK02","summer",6.036,5.52,-0.516,3,1,3.50837636259329,13.8,7491.07950375159,0.5,9.93367068784722,6.08701523,14.97,NA,NA,NA,NA,NA,NA,NA,1.38921456465059,1.57253582153663,-0.855549445084973,1.56207048793232,-0.496009349316933,-0.915706812826168,-0.233535073795854,1.15071198088074,-0.695160591537707,-0.648216144441937
2,8.049,8.049,47.53,47.531,2022-01-31,10:15:00,"BK02","winter",1.289,1.268,-0.0209999999999999,3,1,3.50837636259329,13.8,1608.95168485683,0.5,76.017238809838,6.08701523,14.97,NA,NA,NA,NA,NA,NA,NA,0.181537769801421,-0.751219923588565,-0.855549445084973,1.56207048793232,0.411058959109698,-0.915706812826168,-0.23561025068301,-1.80089368652642,-0.695160591537707,-0.648216144441937
1,7.932,7.931,47.532,47.533,2022-07-01,10:45:00,"BM03","summer",4.274,3.831,-0.443,3,3,4.25700364713928,34.5999999999999,6334.20281147006,0.5,45.6777220239583,9.32991769,959.75,NA,NA,NA,NA,NA,NA,NA,0.757480856463287,0.709999983552513,-0.855549445084973,2.07232747321756,-0.00538365970663262,-0.88261191630706,-0.234620595349021,0.57020031799902,-0.695160591537707,0.113648285064496
1,7.933,7.931,47.532,47.534,2022-03-08,13:04:00,"BM03","winter",0.9663,0.8332,-0.1331,3,3,4.25700364713928,34.5999999999999,2272.42273717686,0.5,108.201128765972,9.32991769,959.75,NA,NA,NA,NA,NA,NA,NA,0.319774852578813,-0.909188320250014,-0.855549445084973,2.07232747321756,0.852817590653458,-0.88261191630706,-0.235372714944681,-1.46796910914851,-0.695160591537707,0.113648285064496
32,9.173,9.164,47.48,47.481,2022-07-08,10:30:00,"BR01","summer",4.681,4.11,-0.571,3,5,0.38434967965411,137.6,7536.59543716487,0.45,15.0700543553241,4.36930435,72510.72,NA,NA,NA,NA,NA,NA,NA,9.13069035821941,0.909234992666891,-0.951722831299495,-0.56723533633228,-0.425506938852538,-0.718728534505707,-0.220232730231907,1.17355151976128,-0.695160591537707,0.875512714570929
32,9.171,9.165,47.479,47.481,2022-03-08,11:30:00,"BR01","winter",3.091,3.084,-0.00700000000000012,3,5,0.38434967965411,137.6,3391.62301857242,0.45,48.7501087199074,4.36930435,72510.72,NA,NA,NA,NA,NA,NA,NA,2.82255780783131,0.130896750672146,-0.951722831299495,-0.56723533633228,0.0367881642781503,-0.718728534505707,-0.231072129420094,-0.906363174146654,-0.695160591537707,0.875512714570929
130,7.335,7.335,47.087,47.087,2022-07-07,19:30:00,"BY01","summer",6.80894876240323,4.90948305528296,-1.89946570712027,18,2,2.09578223152844,18.5999999999999,6547.47620802659,0.4,3.67349936342593,0.83523775,90.19,NA,NA,NA,NA,NA,NA,NA,5.06329201664906,1.95091040070703,-1.04789621751402,0.599260238255294,-0.581936958480248,-0.908069529014066,-0.227221827865713,0.677219237914587,2.71470572467706,-0.267283929688721
130,7.335,7.335,47.088,47.088,2022-03-23,10:00:00,"BY01","winter",4.12,3.918,-0.202,18,2,2.09578223152844,18.5999999999999,3756.26856198154,0.4,6.90231196180556,0.83523775,90.19,NA,NA,NA,NA,NA,NA,NA,2.69474925255832,0.634613763887613,-1.04789621751402,0.599260238255294,-0.537618020125825,-0.908069529014066,-0.231291745596388,-0.723386896571755,2.71470572467706,-0.267283929688721
58,8.637,8.635,47.666,47.665,2022-07-15,12:15:00,"CA01","summer",3.295,5.087,1.792,8,4,3.04609071753357,295.299999999999,7022.92525388483,1.2,3.59659762476852,3.78958579,1439.13,NA,NA,NA,NA,NA,NA,NA,82.1053759159408,0.230759015682793,0.49087796191833,1.24698114446568,-0.582992517857282,-0.467811939262277,-0.0948387660001433,0.915795845143464,0.441461513867216,0.494580499817712
58,8.637,8.635,47.666,47.665,2021-11-25,10:45:00,"CA01","winter",1.714,1.719,0.00500000000000012,8,4,3.04609071753357,295.299999999999,1441.20787882028,1.2,9.21079879513889,3.78958579,1439.13,NA,NA,NA,NA,NA,NA,NA,32.0601944052721,-0.543173538149718,0.49087796191833,1.24698114446568,-0.505931546370785,-0.467811939262277,-0.180832472617176,-1.88506621453228,0.441461513867216,0.494580499817712
10,8.707,8.704,47.534,47.534,2022-07-04,15:15:00,"CB01","summer",8.15,5.555,-2.595,8,1,0.620071021676396,911.799999999999,6005.78123707657,1.8,41.9064170173611,10.97186191,3506.7,NA,NA,NA,NA,NA,NA,NA,21.758004260356,2.6073830187548,1.64495859649259,-0.406569990798388,-0.0571488919740571,0.513101700354562,-0.198534946463653,0.405400944349783,0.441461513867216,-0.648216144441937
10,8.718,8.704,47.534,47.534,2022-01-15,12:00:00,"CB01","winter",1.662,1.482,-0.18,8,1,0.620071021676396,911.799999999999,1046.13631287094,1.8,159.371373808449,10.97186191,3506.7,NA,NA,NA,NA,NA,NA,NA,5.72122821188644,-0.568628625309294,1.64495859649259,-0.406569990798388,1.55518444116573,0.513101700354562,-0.226091282018179,-2.08331003190423,0.441461513867216,-0.648216144441937
120,7.204,7.204,46.165,46.165,2022-07-27,10:30:00,"CDS02","summer",0.7116,1.273,0.5614,3,1,-2.66358874526717e-05,407.6,8167.35177325813,0.4,0.278120164351852,1.20147911,2968.34,NA,NA,NA,NA,NA,NA,NA,1465.55357088148,-1.03386929524125,-1.04789621751402,-0.829222447985882,-0.628542203234672,-0.289131320074974,2.28236988039808,1.49006010877655,-0.695160591537707,-0.648216144441937
120,7.204,7.204,46.165,46.165,2022-03-01,15:45:00,"CDS02","winter",0.6136,0.6119,-0.00170000000000003,3,1,-2.66358874526717e-05,407.6,3967.56750770621,0.4,15.1992669818287,1.20147911,2968.34,NA,NA,NA,NA,NA,NA,NA,26.8170827242722,-1.08184234411891,-1.04789621751402,-0.829222447985882,-0.423733356071194,-0.289131320074974,-0.189841823648506,-0.617358740618612,-0.695160591537707,-0.648216144441937
132,7.046,7.048,46.842,46.844,2022-07-11,15:00:00,"CH02","summer",3.092,3.463,0.371,3,2,0.629567170684302,198.3,7631.66442572336,0.7,19.3737247447917,9.04805307,9471.91,NA,NA,NA,NA,NA,NA,NA,10.235512407252,0.131386271579061,-0.470855900226887,-0.400097509144807,-0.366434417026933,-0.622148716298501,-0.218334290856115,1.22125639358645,-0.695160591537707,-0.267283929688721
132,7.046,7.048,46.842,46.844,2022-03-10,09:00:00,"CH02","winter",1.929,1.785,-0.144,3,2,0.629567170684302,198.3,3912.988819769,0.7,72.887094175,9.04805307,9471.91,NA,NA,NA,NA,NA,NA,NA,2.72064625767474,-0.437926543163007,-0.470855900226887,-0.400097509144807,0.368094345065071,-0.622148716298501,-0.231247246218166,-0.644745898734701,-0.695160591537707,-0.267283929688721
106,7.051,7.053,46.855,46.856,2022-06-15,15:40:00,"CH03","summer",4.84095883699157,5.35063434504792,0.50967550805635,3,2,1.22287441497659,107.7,6560.62871144392,0.7,58.9870110222222,18.73705056,2827.75,NA,NA,NA,NA,NA,NA,NA,1.82582568829307,0.987538187620064,-0.470855900226887,0.00429486616658719,0.177300698918352,-0.766302448251925,-0.23278483555635,0.683819061111642,-0.695160591537707,-0.267283929688721
106,7.051,7.053,46.855,46.856,2022-03-10,10:30:00,"CH03","winter",2.144,2.037,-0.107,3,2,1.22287441497659,107.7,3461.5131490578,0.7,159.395048166667,18.73705056,2827.75,NA,NA,NA,NA,NA,NA,NA,0.675679710497573,-0.332679548176296,-0.470855900226887,0.00429486616658719,1.55550939728828,-0.766302448251925,-0.234761156009104,-0.871292854087673,-0.695160591537707,-0.267283929688721
109,7.067,7.069,46.87,46.871,2022-07-11,12:00:00,"CH04","summer",3.508,3.354,-0.154,3,2,0.755824610486699,203.9,6091.14451483813,0.6,60.5860527364583,25.04610027,3732.3,NA,NA,NA,NA,NA,NA,NA,3.36546103914278,0.335026968855674,-0.66320267265593,-0.314041681454166,0.199249272581298,-0.613238551851049,-0.230139247176778,0.448235568517609,-0.695160591537707,-0.267283929688721
109,7.066,7.069,46.87,46.871,2022-01-15,12:45:00,"CH04","winter",0,0,0,3,2,0.755824610486699,203.9,NA,0.6,337.716514057292,25.04610027,3732.3,NA,NA,NA,NA,NA,NA,NA,0.603760821614455,-1.38221237260191,-0.66320267265593,-0.314041681454166,4.00316401126093,-0.613238551851049,-0.23488473577531,NA,-0.695160591537707,-0.267283929688721
165,8.629,8.628,47.41,47.408,2022-07-15,11:15:00,"CHRB01","summer",1.695,1.641,-0.054,8,1,0.286852737314217,3130.59999999999,5854.16549019995,0.8,70.394359669213,22.86493487,6637.75,NA,NA,NA,NA,NA,NA,NA,44.4723130476768,-0.552474435381102,-0.278509127797843,-0.633688292162032,0.333878873113753,4.04343614249865,-0.159504463470018,0.329321350106405,0.441461513867216,-0.648216144441937
165,8.629,8.628,47.41,47.408,NA,NA,"CHRB01","winter",NA,NA,NA,8,1,0.286852737314217,3130.59999999999,NA,0.8,NA,22.86493487,6637.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.278509127797843,-0.633688292162032,NA,4.04343614249865,NA,NA,0.441461513867216,-0.648216144441937
NA,NA,8.6280751,NA,47.408358,2022-07-04,NA,"Chriesbach","summer",3.569,3.157,-0.412,4,1,0.2025555,835.2,5112.67736123043,1.2,NA,NA,NA,696,60,48,1387,0.123806647011971,0.758945277446766,1.63057348348786,NA,0.364887744177485,0.49087796191833,-0.691144459026044,NA,0.391223379519771,NA,-0.0427515852608512,-0.467836170456722,-0.648216144441937
NA,NA,8.6280751,NA,47.408358,2022-07-04,NA,"Chriesbach","winter",NA,NA,NA,4,1,0.2025555,835.2,NA,1.2,NA,NA,NA,696,NA,NA,NA,NA,NA,NA,NA,NA,0.49087796191833,-0.691144459026044,NA,0.391223379519771,NA,NA,-0.467836170456722,-0.648216144441937
NA,NA,6.684178,NA,46.638585,2022-07-06,NA,"Coruz","summer",3.248,3.238,-0.0100000000000002,11,1,4.6731563,381,6638.09352113556,1,NA,NA,NA,381,15,53,170,0.180323233379775,-0.847052076738896,-0.278859371471358,NA,0.207751533057791,0.106184417060244,2.35597302348085,NA,-0.331454601200372,NA,0.722690295867201,1.12343477711017,-0.648216144441937
NA,NA,6.684178,NA,46.638585,2022-07-06,NA,"Coruz","winter",NA,NA,NA,11,1,4.6731563,381,NA,1,NA,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,0.106184417060244,2.35597302348085,NA,-0.331454601200372,NA,NA,1.12343477711017,-0.648216144441937
127,7.419,7.422,46.993,46.994,2022-07-07,15:30:00,"CR02","summer",2.12866526005888,2.33200064475214,0.203335384693259,3,2,0.447445628127001,179.199999999999,6640.75165502286,1.2,59.687444569213,15.03497146,3096.26,NA,NA,NA,NA,NA,NA,NA,3.00230645311344,-0.340186223979577,0.49087796191833,-0.524229759169788,0.186914905455465,-0.652538741467491,-0.23076326347535,0.724024126631857,-0.695160591537707,-0.267283929688721
127,7.417,7.423,46.992,46.994,2022-03-28,14:20:00,"CR02","winter",2.021,1.777,-0.244,3,2,0.447445628127001,179.199999999999,4110.40087364042,1.2,118.504809771528,15.03497146,3096.26,NA,NA,NA,NA,NA,NA,NA,1.51217490957109,-0.392890619726833,0.49087796191833,-0.524229759169788,0.994246735081977,-0.652538741467491,-0.233323788403186,-0.545686076343617,-0.695160591537707,-0.267283929688721
101,7.11,7.113,46.863,46.863,2022-06-13,16:30:00,"CRA02","summer",5.37465028075549,4.71048551960886,-0.664164761146624,3,1,0.0805286759499457,564.399999999999,7640.43883057432,NA,22.4359102020833,6.09579447,3942,NA,NA,NA,NA,NA,NA,NA,25.1560999717137,1.24879130718412,NA,-0.774316740679488,-0.324402616054765,-0.0396467155463133,-0.1926959258659,1.22565932121462,-0.695160591537707,-0.648216144441937
101,7.11,7.113,46.863,46.863,2022-02-19,14:50:00,"CRA02","winter",3.786,3.777,-0.0089999999999999,3,1,0.0805286759499457,564.399999999999,1927.59808533208,NA,68.2954750805556,6.09579447,3942,NA,NA,NA,NA,NA,NA,NA,8.26409069318693,0.471113780978025,NA,-0.774316740679488,0.305069416428519,-0.0396467155463133,-0.221721826986074,-1.64099941858473,-0.695160591537707,-0.648216144441937
103,7.16,7.161,46.886,46.887,2022-06-14,10:00:00,"CRB01","summer",3.21204486983155,2.50693615936752,-0.705108710464024,3,5,2.62878778155684,42.9999999999999,6988.08781339,NA,9.30091196574074,2.71486079,1087.48,NA,NA,NA,NA,NA,NA,NA,4.62320255888749,0.190150745129485,NA,0.962551572557553,-0.504694645828825,-0.869246669635882,-0.227978043001189,0.898314690369473,-0.695160591537707,0.875512714570929
103,7.16,7.161,46.886,46.887,2022-03-09,15:30:00,"CRB01","winter",1.199,1.211,0.012,3,5,2.62878778155684,42.9999999999999,3253.3556273034,NA,23.4408119136574,2.71486079,1087.48,NA,NA,NA,NA,NA,NA,NA,1.83440744963901,-0.795276805210909,NA,0.962551572557553,-0.310609255291166,-0.869246669635882,-0.232770089332135,-0.975744668097924,-0.695160591537707,0.875512714570929
99,7.096,7.096,46.905,46.908,2022-06-13,13:55:00,"CX01","summer",3.9661112302195,4.93359259826442,0.96748136804492,3,1,0.470252372074892,22.5,7885.25886728354,NA,22.2517529666667,6.67552589,7069.42,NA,NA,NA,NA,NA,NA,NA,1.01115629108885,0.55928199374064,NA,-0.508684907076826,-0.326930372905085,-0.901864235916733,-0.234184699419729,1.34850809806788,-0.695160591537707,-0.648216144441937
99,7.096,7.096,46.905,46.908,2022-04-14,13:20:00,"CX01","winter",2.329,2.549,0.22,3,1,0.470252372074892,22.5,5882.95317415668,NA,39.635934971875,6.67552589,7069.42,NA,NA,NA,NA,NA,NA,NA,0.567666689734092,-0.242118180397033,NA,-0.508684907076826,-0.0883137089904492,-0.901864235916733,-0.234946757094722,0.343766784434653,-0.695160591537707,-0.648216144441937
147,6.689,6.694,46.646,46.649,2022-08-03,14:15:00,"CX03_2","summer",3.733,3.577,-0.156,3,5,1.69275429971846,257.2,5387.95281783994,0.65,5.54163081412037,6.47022841,33904.67,NA,NA,NA,NA,NA,NA,NA,46.4123303459048,0.445169172911534,-0.567029286441408,0.324560368618806,-0.55629483770717,-0.528432879520834,-0.156170890220009,0.0953794827544969,-0.695160591537707,0.875512714570929
147,6.689,6.691,46.645,46.647,2022-04-29,12:50:00,"CX03_2","winter",3.044,2.878,-0.166,3,5,1.69275429971846,257.2,4872.32719979645,0.65,46.5796535997685,6.47022841,33904.67,NA,NA,NA,NA,NA,NA,NA,5.52172418906262,0.107889268047144,-0.567029286441408,0.324560368618806,0.00699632478930847,-0.528432879520834,-0.226434094051021,-0.163357413711559,-0.695160591537707,0.875512714570929
148,6.683,6.686,46.637,46.642,2022-08-03,11:45:00,"CX03_3","summer",3.147,3.761,0.614,6,2,0.821638123431663,665.8,5611.41257910598,0.45,3.28245016273148,4.57425313,75409.08,NA,NA,NA,NA,NA,NA,NA,202.836286003488,0.158309921459382,-0.951722831299495,-0.269183839107832,-0.587304530889938,0.121690904984341,0.112615741072884,0.207509840695992,-0.0131873282947531,-0.267283929688721
148,6.683,6.686,46.637,46.642,2022-04-29,15:15:00,"CX03_3","winter",3.044,3.014,-0.0300000000000002,6,2,0.821638123431663,665.8,5130.99894076796,0.45,32.7715588827546,4.57425313,75409.08,NA,NA,NA,NA,NA,NA,NA,20.3163969825788,0.107889268047144,-0.951722831299495,-0.269183839107832,-0.182534680776787,0.121690904984341,-0.201012091106953,-0.0335579601537742,-0.0131873282947531,-0.267283929688721
63,8.342,8.34,47.552,47.553,2022-07-18,13:45:00,"CZ01_1","summer",1.027,0.911,-0.116,3,2,2.36492935104495,98.3999999999999,7108.73335573759,0.8,9.60052992581018,3.96883151,709.26,NA,NA,NA,NA,NA,NA,NA,10.2494342250275,-0.879474401200278,-0.278509127797843,0.78270826457988,-0.500582065894994,-0.781099685637872,-0.218310368698631,0.958853678556143,-0.695160591537707,-0.267283929688721
63,8.342,8.34,47.552,47.553,2022-01-15,10:42:00,"CZ01_1","winter",1.92,1.678,-0.242,3,2,2.36492935104495,98.3999999999999,1861.61401358924,0.8,34.1760491138889,3.96883151,709.26,NA,NA,NA,NA,NA,NA,NA,2.87920934547144,-0.442332231325242,-0.278509127797843,0.78270826457988,-0.163256536234033,-0.781099685637872,-0.23097478387033,-1.67410970896114,-0.695160591537707,-0.267283929688721
64,8.353,8.354,47.545,47.545,2022-07-18,14:15:00,"CZ01_2","summer",1.288,2.605,1.317,3,2,4.296161579236,30.4,6998.60494805714,0.6,4.72679242800926,1.68758209,272.79,NA,NA,NA,NA,NA,NA,NA,6.43142267467905,-0.75170944449548,-0.66320267265593,2.09901713413981,-0.567479374159053,-0.889294539642649,-0.224870939670906,0.903592106169364,-0.695160591537707,-0.267283929688721
64,8.353,8.354,47.545,47.545,2022-01-22,12:07:00,"CZ01_2","winter",2.073,2.109,0.036,3,2,4.296161579236,30.4,1044.75443070185,0.6,14.0436518832176,1.68758209,272.79,NA,NA,NA,NA,NA,NA,NA,2.16467911998933,-0.367435532567257,-0.66320267265593,2.09901713413981,-0.439595420764106,-0.889294539642649,-0.23220257645144,-2.08400344955301,-0.695160591537707,-0.267283929688721
89,8.405,8.402,47.203,47.214,2022-07-22,14:30:00,"DB04","summer",1.64,1.447,-0.193,3,4,0.147728438737147,954.499999999997,7380.34107587187,0.7,5.93260025555556,6.10210312,38790.5,NA,NA,NA,NA,NA,NA,NA,160.890664950189,-0.579398085261423,-0.470855900226887,-0.728514044091326,-0.550928360079411,0.581041704266382,0.0405396825624821,1.09514430513598,-0.695160591537707,0.494580499817712
89,8.404,8.402,47.204,47.214,2022-01-25,12:00:00,"DB04","winter",0.9467,0.99,0.0432999999999998,3,4,0.147728438737147,954.499999999997,2195.12117699065,0.7,72.3918483564815,6.10210312,38790.5,NA,NA,NA,NA,NA,NA,NA,13.185186200796,-0.918782930025547,-0.470855900226887,-0.728514044091326,0.361296561597482,0.581041704266382,-0.213265803238303,-1.50675842658091,-0.695160591537707,0.494580499817712
94,8.436,8.434,47.56,47.563,2022-07-25,11:45:00,"DBW01","summer",1.762,1.812,0.05,3,6,2.38446887678951,1845.3,6658.72104202672,1.8,10.5255124162037,4.83725677,4454.58,NA,NA,NA,NA,NA,NA,NA,175.316880265061,-0.519676534617801,1.64495859649259,0.796026212918313,-0.487885682713374,1.99839429172896,0.0653285571340878,0.733041024284107,-0.695160591537707,1.25644492932415
94,8.436,8.434,47.559,47.563,2022-03-14,11:00:00,"DBW01","winter",1.319,1.554,0.235,3,6,2.38446887678951,1845.3,3819.04419867675,1.8,38.742843574537,4.83725677,4454.58,NA,NA,NA,NA,NA,NA,NA,47.629441459294,-0.736534296381117,1.64495859649259,0.796026212918313,-0.100572352494055,1.99839429172896,-0.154079502141362,-0.691886573771988,-0.695160591537707,1.25644492932415
100,7.103,7.097,46.882,46.88,2022-06-13,15:15:00,"EC01","summer",3.39700454313425,3.19781720265442,-0.199187340479837,3,1,2.28834816462736,552.2,7058.11452791922,NA,13.1180635282407,3.94913132,31811.7,NA,NA,NA,NA,NA,NA,NA,42.0946276720811,0.280692372147315,NA,0.730511282025736,-0.452300120091151,-0.0590581452354039,-0.163590091145741,0.93345354723185,-0.695160591537707,-0.648216144441937
100,7.103,7.097,46.882,46.88,2022-04-14,14:50:00,"EC01","winter",1.715,1.863,0.148,3,1,2.28834816462736,552.2,4988.68417751833,NA,23.3108445972222,3.94913132,31811.7,NA,NA,NA,NA,NA,NA,NA,23.6885453762495,-0.542684017242803,NA,0.730511282025736,-0.31239319700648,-0.0590581452354039,-0.195217656340589,-0.104970393663634,-0.695160591537707,-0.648216144441937
46,8.584,8.593,47.665,47.667,2022-07-11,17:00:00,"EG01","summer",1.44,2.612,1.172,3,2,0.374847797210543,1759.89999999999,NA,1,3.73384970138889,2.93276922,36712.6,NA,NA,NA,NA,NA,NA,NA,471.336593796305,-0.67730226664441,0.106184417060244,-0.573711725839149,-0.581108584944666,1.8625142839053,0.573985567256775,NA,-0.695160591537707,-0.267283929688721
46,8.584,8.586,47.665,47.667,2022-04-30,21:05:00,"EG01","winter",2.117,2.646,0.529,3,2,0.374847797210543,1759.89999999999,NA,1,9.97956192916667,2.93276922,36712.6,NA,NA,NA,NA,NA,NA,NA,176.350426250318,-0.345896612663,0.106184417060244,-0.573711725839149,-0.495379442491103,1.8625142839053,0.0671045213238167,NA,-0.695160591537707,-0.267283929688721
NA,NA,8.81127,NA,47.55637,2021-07-06,NA,"Ellikon","summer",2.339,2.111,-0.228,8,1,3.3324549,560.3,5974.88880646734,1.3,NA,NA,NA,431,50,19,577,-0.203989553921293,0.402056976516619,0.359710202865867,NA,-0.237222971327884,0.683224734347374,1.44216415135756,NA,-0.0461702288024819,NA,0.389899364636862,0.441461513867216,-0.648216144441937
NA,NA,8.81127,NA,47.55637,2021-07-06,NA,"Ellikon","winter",NA,NA,NA,8,1,3.3324549,560.3,NA,1.3,NA,NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,0.683224734347374,1.44216415135756,NA,-0.0461702288024819,NA,NA,0.441461513867216,-0.648216144441937
128,7.522,7.522,46.757,46.757,2022-07-20,11:15:00,"FFG01","summer",11.1622552732406,9.39533811446452,-1.76691715877605,3,2,0.171550578857602,32.2999999999999,6055.88778451773,0.5,6.97824391203704,2.7405467,320.1,NA,NA,NA,NA,NA,NA,NA,4.62867168404423,4.08194495197081,-0.855549445084973,-0.712277107965924,-0.536575772141805,-0.886271448133692,-0.227968645286364,0.430544017393259,-0.695160591537707,-0.267283929688721
128,7.522,7.522,46.757,46.757,2022-03-23,11:00:00,"FFG01","winter",9.152,7.819,-1.333,3,2,0.171550578857602,32.2999999999999,3072.14564975277,0.5,16.8746625509259,2.7405467,320.1,NA,NA,NA,NA,NA,NA,NA,1.91411235054461,3.09788296748356,-0.855549445084973,-0.712277107965924,-0.400736743327749,-0.886271448133692,-0.232633130694809,-1.06667441549496,-0.695160591537707,-0.267283929688721
98,8.41,8.408,47.541,47.543,2022-07-25,16:30:00,"FIB02","summer",2.02,2.008,-0.012,8,6,1.48751804137487,187.2,7400.74660448155,0.6,25.9822623721065,11.28074105,3766.27,NA,NA,NA,NA,NA,NA,NA,7.20491531180019,-0.393380140633748,-0.66320267265593,0.184673355928463,-0.27572510430162,-0.639809935113987,-0.223541830715774,1.10538363956481,0.441461513867216,1.25644492932415
98,8.409,8.408,47.541,47.543,2021-12-21,11:00:00,"FIB02","winter",1.617,0.9375,-0.6795,8,6,1.48751804137487,187.2,1399.20013810915,0.6,95.3118167418982,11.28074105,3766.27,NA,NA,NA,NA,NA,NA,NA,1.96407965349074,-0.590657066120467,-0.66320267265593,0.184673355928463,0.675897869356368,-0.639809935113987,-0.232547270808597,-1.90614536979301,0.441461513867216,1.25644492932415
37,9.132,9.132,47.612,47.61,2022-07-08,16:45:00,"FOB01_2","summer",5.524,6.536,1.012,17,3,1.27841577439301,567.099999999998,6917.56886400769,1.5,5.57341073831019,5.80171913,9591.82,NA,NA,NA,NA,NA,NA,NA,101.750979180827,1.32190111719618,1.06791827920546,0.0421513098195201,-0.555858623941842,-0.0353507434020076,-0.0610813053919704,0.862928833913274,2.48738130359608,0.113648285064496
37,9.132,9.132,47.612,47.611,2022-03-11,13:30:00,"FOB01_2","winter",3.112,3.198,0.0859999999999999,17,3,1.27841577439301,567.099999999998,3030.11194590477,1.5,37.4022865209491,5.80171913,9591.82,NA,NA,NA,NA,NA,NA,NA,15.1621746355631,0.14117668971736,1.06791827920546,0.0421513098195201,-0.118972945160339,-0.0353507434020076,-0.209868701693004,-1.08776659885441,2.48738130359608,0.113648285064496
38,9.142,9.14,47.62,47.618,2022-07-08,17:15:00,"FOB01_3","summer",4.237,3.505,-0.732,17,4,3.30966514216267,488,7295.37813174293,0.4,0.781341798611111,0.80366585,7791.96,NA,NA,NA,NA,NA,NA,NA,624.56661203516,0.691887709996661,-1.04789621751402,1.4266308768303,-0.621634943086301,-0.161206816222267,0.837283987516188,1.05251056524937,2.48738130359608,0.494580499817712
38,9.142,9.142,47.62,47.62,2022-03-11,16:30:00,"FOB01_3","winter",1.772,2.401,0.629,17,4,3.30966514216267,488,3517.9421443588,0.4,5.0322132505787,0.80366585,7791.96,NA,NA,NA,NA,NA,NA,NA,96.9752225710784,-0.514781325548652,-1.04789621751402,1.4266308768303,-0.56328714367333,-0.161206816222267,-0.0692875902005396,-0.842977226229077,2.48738130359608,0.494580499817712
NA,NA,7.3435361,NA,46.946139,2022-07-18,NA,"Gaebelbach","summer",1.157,1.207,0.05,5,1,2.9468801,320.4,6782.94802335742,1.2,NA,NA,NA,267,10,12,184,-0.283112774836218,-1.02549622720397,-0.256893833287768,NA,-0.815836683301336,0.49087796191833,1.17936016449877,NA,-0.427875309328159,NA,0.79537715050067,-0.240511749375738,-0.648216144441937
NA,NA,7.3435361,NA,46.946139,2022-07-18,NA,"Gaebelbach","winter",NA,NA,NA,5,1,2.9468801,320.4,NA,1.2,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,0.49087796191833,1.17936016449877,NA,-0.427875309328159,NA,NA,-0.240511749375738,-0.648216144441937
117,7.506,7.502,46.847,46.847,2022-07-19,16:00:00,"GB08","summer",1.06777982234783,1.77604031054648,0.708260488198646,3,1,0.123818019625314,728,7209.01362523521,1,51.7388914711806,22.24000111,2291.77,NA,NA,NA,NA,NA,NA,NA,14.0706532223542,-0.859511825580735,0.106184417060244,-0.744811150307951,0.0778124338733916,0.220657374382828,-0.211744286301558,1.0091735323389,-0.695160591537707,-0.648216144441937
117,7.506,7.502,46.847,46.847,2022-02-25,16:40:00,"GB08","winter",4.888,4.898,0.00999999999999979,3,1,0.123818019625314,728,3218.11358044859,1,283.920384540857,22.24000111,2291.77,NA,NA,NA,NA,NA,NA,NA,2.56409909129029,1.01056582039828,0.106184417060244,-0.744811150307951,3.26475406175134,0.220657374382828,-0.231516244565088,-0.99342885117425,-0.695160591537707,-0.648216144441937
116,7.478,7.481,46.915,46.92,2022-07-08,15:00:00,"GB13","summer",0.465919241982507,1.91592510086141,1.4500058588789,3,4,0.320037988081601,817.699999999998,7827.89819124055,1.2,14.13012956875,3.66619578,21359.58,NA,NA,NA,NA,NA,NA,NA,57.8692499613317,-1.15413516271752,0.49087796191833,-0.611069552019841,-0.43840842117916,0.363379115621479,-0.136484220007135,1.3197249601104,-0.695160591537707,0.494580499817712
